sample_id,router_name,budget,domain,ocr_text,vlm_raw_output,final_text,gt,backfill_status,backfill_reason,edit_distance_ocr,edit_distance_final,delta_edit_distance,vlm_model
GeoP0226_L005,DGCR,0.3,geology,成分与构造相同的晶体，其对应晶面间的夹角恒等。,成分与结构相同的晶体，其对应晶面间的夹角恒等。,成分与结构相同的晶体，其对应晶面间的夹角恒等。,成分与构造相同的晶体，其对应晶面间的夹角恒等。,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0226_L015,DGCR,0.3,geology,缺：受测量精度和环境条件的限制,缺点：受测量精度和环境条件的限制,缺点：受测量精度和环境条件的限制,缺：受测量精度和环境条件的限制,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0227_L020,DGCR,0.3,geology,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A ③、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A ③、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等。,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0228_L019,DGCR,0.3,geology,金属硫化物过渡，高温热液阶段,金属硫化物过渡 高温热液阶段,金属硫化物过渡 高温热液阶段,金属硫化物过渡，高温热液阶段,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0229_L010,DGCR,0.3,geology,1、风化岩床的地质特征及工业意义,八、风化壳的地质特征及工业意义,八、风化壳的地质特征及工业意义,1、风化岩床的地质特征及工业意义,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0229_L013,DGCR,0.3,geology,③、浅度深，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,③、埋藏浅，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,③、埋藏浅，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,"③、浅度深,距原生岩石或矿体近,作为原生矿床的直接而有效的找矿标志，",accepted,accepted,1,4,3,gemini:gemini-3-flash-preview
GeoP0229_L014,DGCR,0.3,geology,④、按出露形态矿体可分三类、A面型，B线型，C岩溶形,④、按出露形态、矿体可分三类：A面型，B线型，C岩溶型,④、按出露形态、矿体可分三类：A面型，B线型，C岩溶型,④、按出露形态矿体可分三类，A面型，B线型，C岩溶形,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0229_L017,DGCR,0.3,geology,2、风化矿床的形成条件，,2、风化矿床的形成条件：,2、风化矿床的形成条件：,2、风化矿床的形成条件，,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0229_L025,DGCR,0.3,geology,3、风化矿床主要类型及特点.,3、风化矿床主要类型及特点、,3、风化矿床主要类型及特点、,3、风化矿床主要类型及特点.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0231_L016,DGCR,0.3,geology,石墨：山东南墅石黑矿床,石墨：山东南墅石墨矿床,石墨：山东南墅石墨矿床,石墨：山东南墅石黑矿床,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0232_L003,DGCR,0.3,geology,单元，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,"单元,是人类开采,利用的对象.",accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0232_L012,DGCR,0.3,geology,相互的结合关系等所反映的形态特征.主要决定于矿粒形成条件，研究矿,相互的结合关系等所反映的形态、特征.主要决定于矿粒形成条件，研究矿,相互的结合关系等所反映的形态、特征.主要决定于矿粒形成条件，研究矿,相互的结合关系等所反映的形态特征.主要决定于矿粒形成条件，研究矿,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0232_L020,DGCR,0.3,geology,·矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,.矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,.矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,·矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0233_L008,DGCR,0.3,geology,·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值.",",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值.",·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0233_L026,DGCR,0.3,geology,4.元素分布规律对影响矿床形成的意义：,4.元素分布规律对研究矿床形成的意义：,4.元素分布规律对研究矿床形成的意义：,4、元素分布规律对影响矿床形成的意义：,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0234_L020,DGCR,0.3,geology,①野外观察：收集地质与矿化现象的实际资源,①、野外观察：收集地质与矿化现象的实际资料、,①、野外观察：收集地质与矿化现象的实际资料、,①、野外观察：收集地质与矿化现象的实际资源,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0235_L002,DGCR,0.3,geology,岩浆矿床.在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,· 岩浆矿床：在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,· 岩浆矿床：在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,"·岩浆矿床.在地壳深处,各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生",accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0235_L005,DGCR,0.3,geology,·岩浆熔离作用：高温下一种均匀的岩浆熔融体，随着温度、压力的下降分离成两,·岩浆熔离作用：高温下一种均匀的岩浆熔离体，随着温度、压力的下降分离成两,·岩浆熔离作用：高温下一种均匀的岩浆熔离体，随着温度、压力的下降分离成两,·岩浆熔离作用：高温下一种均匀的岩浆熔融体，随着温度、压力的下降分离成两,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0235_L030,DGCR,0.3,geology,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0236_L017,DGCR,0.3,geology,力作用下向下集中结晶高集形成的矿床,力作用下向下沉降结晶离集形成的矿床,力作用下向下沉降结晶离集形成的矿床,力作用下向下集中，结晶富集形成的矿床,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
GeoP0238_L007,DGCR,0.3,geology,①、元素种类多样②、矿物成分多达300种以上,①、元素种类多样②、矿物成分多达300余种以上,①、元素种类多样②、矿物成分多达300余种以上,①、元素种类多样②、矿物成分多达300种以上,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0238_L023,DGCR,0.3,geology,5.伟晶岩矿床成矿作用：,5.伟晶岩矿床成矿作用;,5.伟晶岩矿床成矿作用;,5.伟晶岩矿床成矿作用：,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L008,DGCR,0.3,geology,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L012,DGCR,0.3,geology,·云英岩化、花岗岩类岩石中，高温蚀变产生玉主要由白云母、石英组合的岩石。,，云英岩化：花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。,，云英岩化：花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。,"·云英岩化、花岗岩类岩石中,高温蚀变产生主要由白云母、石英组合的岩石.",accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0240_L020,DGCR,0.3,geology,②、构造是成矿热液运移通道和成矿物质沉淀富集场所，受构造的间些性,②、构造是成矿热液运移通道和成矿物质沉淀富集场所，受构造的间歇性,②、构造是成矿热液运移通道和成矿物质沉淀富集场所，受构造的间歇性,③、构造是成矿热液运移通道和成矿物质沉淀富集场所，受构造的间些性,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0241_L036,DGCR,0.3,geology,实际发生区别的反电子数4~7时.,实际发生区别的价电子数 4~7 时.,实际发生区别的价电子数 4~7 时.,实际发生区别的仅d电子数4~7时.,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
MedP0200_L031,DGCR,0.3,medicine,新亚甲蓝WHO推荐使用,新亚甲蓝 WHO推荐使用,新亚甲蓝 WHO推荐使用,新亚甲蓝WHO推荐使用,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0222_L018,DGCR,0.3,medicine,CB(结合胆红素,CB(结合胆红素),CB(结合胆红素),CB(结合胆红素,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0222_L064,DGCR,0.3,medicine,生态：生长抑系，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),生态：生长抑素，奥曲肽(收缩内脏血管),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0225_L036,DGCR,0.3,medicine,即胆汁酸盐，可胆汁酸盐，简称胆盐。,即胆汁酸盐，或胆汁酸盐。简称胆盐。,即胆汁酸盐，或胆汁酸盐。简称胆盐。,即胆汁酸盐，即胆汁酸盐，简称胆盐。,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0228_L012,DGCR,0.3,medicine,洋地黄特别适用于,洋地质特别适用于,洋地质特别适用于,洋地黄特别适用于,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0229_L002,DGCR,0.3,medicine,(一)人体细胞的形态,(一)人体细胞的研究,(一)人体细胞的研究,(一)人体细胞的形态,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0229_L018,DGCR,0.3,medicine,2.减数分裂,2.减数分层,2.减数分层,2.减数分裂,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0229_L019,DGCR,0.3,medicine,3.有丝分裂—人体,3.有丝分裂—岩体,3.有丝分裂—岩体,3.有丝分裂——人体,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0233_L019,DGCR,0.3,medicine,15、一氧化碳中毒临床表现：口唇樱桃红色,15.一氧化碳中毒临床表现=口唇樱桃红色,15.一氧化碳中毒临床表现=口唇樱桃红色,15、一氧化碳中毒临床表现:口唇樱桃红色,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0234_L029,DGCR,0.3,medicine,狼疮抗凝物。(相毒）,狼疮抗凝物。(筛选）,狼疮抗凝物。(筛选）,狼疮抗凝物.(梅毒),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0236_L012,DGCR,0.3,medicine,组织换气：组织细胞与组织血管间气体交换,组织换气：组织细胞与组织毛细血管间气体交换,组织换气：组织细胞与组织毛细血管间气体交换,组织换气：组织细胞与组织血管间气体交换,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0238_L001,DGCR,0.3,medicine,运化水谷：脾为“后天之本，气血生化之源”：食物消化吸收,运化水谷：脾为“后天之本，气血生化之源”；食物消化吸收,运化水谷：脾为“后天之本，气血生化之源”；食物消化吸收,运化水谷：脾为“后天之本，气血生化之源”：食物消化吸收,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0241_L019,DGCR,0.3,medicine,碎屑.更为彻底的特殊类型的凝固性坏死,干酪.更为彻底的特殊类型的凝固性坏死,干酪.更为彻底的特殊类型的凝固性坏死,碎屑.更为彻底的特殊类型的凝固性坏死,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0244_L046,DGCR,0.3,medicine,分类：①宫颈裂伤②阴道裂伤③会阴裂伤,分类：①宫颈裂伤 ②阴道裂伤 ③会阴裂伤,分类：①宫颈裂伤 ②阴道裂伤 ③会阴裂伤,分类：①宫颈裂伤②阴道裂伤③会阴裂伤,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0246_L026,DGCR,0.3,medicine,正常血小板2~15f1正偏态分布,正常血小板 2~15fl 正偏态分布,正常血小板 2~15fl 正偏态分布,正常血小板2～15fl正偏态分布,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0199_L002,DWUR,0.3,geology,层与层之间发生滑动,层与层之间发生层动,层与层之间发生层动,层与层之间发生滑动,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L064,DWUR,0.3,geology,阶梯状构造及笑状构造.,阶梯状构造 及 箕状构造.,阶梯状构造 及 箕状构造.,阶梯状构造及箕状构造.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L095,DWUR,0.3,geology,覆构造),覆褶皱),覆褶皱),覆构造),accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L098,DWUR,0.3,geology,追踪利用、改造(被的早),追踪利用、改造(补写的),追踪利用、改造(补写的),{追踪，利用，改造（被..的早）,accepted,accepted,5,7,2,gemini:gemini-3-flash-preview
GeoP0199_L102,DWUR,0.3,geology,平移断层：,平移断层；,平移断层；,平移断层:,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L111,DWUR,0.3,geology,如地层关系的变化,"如,地层关系的变化","如,地层关系的变化",如地层关系的变化,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L038,DWUR,0.3,geology,⑤派生构造(羽状节理和派生小褶皱),⑤派生构造(羽状节理和派生小褶曲),⑤派生构造(羽状节理和派生小褶曲),⑤派生构造(羽状节理和派生小褶皱).,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0200_L042,DWUR,0.3,geology,个是流动阶段,一个是流动阶段,一个是流动阶段,个是流动阶段,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L044,DWUR,0.3,geology,羽状节理与主断层所交,羽状节理与主断层斜交,羽状节理与主断层斜交,羽状节理与主断层所交,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0201_L032,DWUR,0.3,geology,的主要因素：排列方式、分选程度、胶结程度、颗粒形状,的影响因素：排列方式、分选程度、胶结程度、颗粒形状、,的影响因素：排列方式、分选程度、胶结程度、颗粒形状、,的主要因素：排列方式、分选程度、胶结程度、颗粒形状、,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0202_L014,DWUR,0.3,geology,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在，,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在，,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0203_L010,DWUR,0.3,geology,(4)当隔水层分布较广时可作为小型生活水源,(4)当含水层分布较广时可作为小型生活水源。,(4)当含水层分布较广时可作为小型生活水源。,(4)当隔水层分布较广时可作为小型生活水源,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0204_L008,DWUR,0.3,geology,6地下水透明度分级,26地下水透明度分级,26地下水透明度分级,㉖地下水透明度分级,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0206_L029,DWUR,0.3,geology,时间距离配线法,时间距离曲线法,时间距离曲线法,时间距离配线法,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0207_L014,DWUR,0.3,geology,含水层入渗系数,含水层渗透系数,含水层渗透系数,含水层入渗系数,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0207_L037,DWUR,0.3,geology,弹性给水度,弹性释水度,弹性释水度,3弹性给水度,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0208_L009,DWUR,0.3,geology,的水分,全水分,全水分,的水分,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0211_L028,DWUR,0.3,geology,(3)负偏分布，(s<0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs<0，系列出现小于均值的机会比大于均值的机会少,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0212_L004,DWUR,0.3,geology,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线上端越陡，中段曲率变大，下端变平缓,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0212_L025,DWUR,0.3,geology,③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(直线关系),③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(相关关系),③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(相关关系),"③相关分析的分类：完全相关(函数关系);零相关(不相关,没有关系);统计相关(直线关系)",accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0213_L045,DWUR,0.3,geology,(1)长期观测资料(大于30年)：目估适线法,1)长期观测资料(大于30年)：目估适线法,1)长期观测资料(大于30年)：目估适线法,(1)长期观测资料(大于30年)：目估适线法,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0214_L029,DWUR,0.3,geology,(3)分类资料内特大洪水：发生在实测流量期间的n年内.(连续),(3)分类{实测内特大洪水：发生在实测流量期间的n年内.(连续),(3)分类{实测内特大洪水：发生在实测流量期间的n年内.(连续),(3)分类{资料内特大洪水:发生在实测流量期间的n年内.(连续),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0215_L014,DWUR,0.3,geology,(1)同频率放大法：要求放大后的设计洪水过程线的峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的洪峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的洪峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的峰和不同时段的,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0216_L031,DWUR,0.3,geology,(水科院水文所公式)，适用于：一般条,(水科院水文所公式)，适用于：一般条件,(水科院水文所公式)，适用于：一般条件,(水科院水文所公式)，适用于：一般条,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0217_L010,DWUR,0.3,geology,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只暗碎,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只嚼碎了,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0217_L035,DWUR,0.3,geology,→含水氧化铝矿物,→含水氧化铝矿物`,→含水氧化铝矿物`,3→含水氧化铝矿物,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0218_L031,DWUR,0.3,geology,一般情况下.只发生机械破碎，而无化学分解.,一般情况下，只发生机械破碎，而无化学分解。,一般情况下，只发生机械破碎，而无化学分解。,"一般情况下.只发生机械破碎,而无化学分解.",accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0219_L035,DWUR,0.3,geology,具有板理.片理、薄层理石,具有板理、片理、薄层理的,具有板理、片理、薄层理的,具有板理·片理、薄层理岩石,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0220_L006,DWUR,0.3,geology,松驰：应力不变，应变随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松驰：应力不变，应变随时间增加而减小。,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0221_L014,DWUR,0.3,geology,同生矿床：矿体与围岩在同一地质作用。,同生矿床：矿体与围岩在同一地质作用中。,同生矿床：矿体与围岩在同一地质作用中。,(同生矿床：矿体与围岩在同一地质作用.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0222_L013,DWUR,0.3,geology,二、易需保成矿因素,二、影响成矿因素,二、影响成矿因素,二、易聚体成矿因素,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0225_L011,DWUR,0.3,geology,格子构造：晶体内部的质点(分子、原子、离子、络阴离子等)是三维空间作周期性重复排列构成的构造。,格子构造：晶体内部的质点(分子、原子、离子、络阴离子等)在三维空间作周期性重复排列构成的构造。,格子构造：晶体内部的质点(分子、原子、离子、络阴离子等)在三维空间作周期性重复排列构成的构造。,格子构造：晶体内部的质点(分子、原子、离子、络阴离子等)是三维空间作周期性重复排列构成的构造。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0225_L026,DWUR,0.3,geology,面网(面网密度:单位面积内结网的数目),面网(面网密度:单位面积内结点的数目),面网(面网密度:单位面积内结点的数目),面网(面网密度:单位面积内结网的数目),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0225_L054,DWUR,0.3,geology,晶面(晶体最外层面网)是平行向外推移面生长的。,晶面(晶体最外层面网)是平行向外推移而生长的。,晶面(晶体最外层面网)是平行向外推移而生长的。,晶面(晶体最外层面网)是平行向外推移面生长的。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0227_L020,DWUR,0.3,geology,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0228_L019,DWUR,0.3,geology,金属硫化物过渡，高温热液阶段,金属硫化物过渡 高温热液阶段,金属硫化物过渡 高温热液阶段,金属硫化物过渡，高温热液阶段,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0229_L002,DWUR,0.3,geology,·风化(壳)矿床：由于风化作用使物质发生重新组合和分配，属集成矿，属典型的外,·风化(壳)矿床：由于风化作用使物质发生重新组合和分配，属表生矿，属典型的外,·风化(壳)矿床：由于风化作用使物质发生重新组合和分配，属表生矿，属典型的外,·风化(壳)矿床：由于风化作用使物质发生重新组合和分配，属集成矿，属典型的外,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0229_L006,DWUR,0.3,geology,找矿标志.,找矿标志、,找矿标志、,找矿标志.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0229_L010,DWUR,0.3,geology,1、风化岩床的地质特征及工业意义,1、风化壳的地质特征及工业意义,1、风化壳的地质特征及工业意义,1、风化岩床的地质特征及工业意义,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0229_L013,DWUR,0.3,geology,③、浅度深，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,③、埋藏浅，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,③、埋藏浅，距原生岩石或矿体近，作为原生矿床的直接而有效的找矿标志。,"③、浅度深,距原生岩石或矿体近,作为原生矿床的直接而有效的找矿标志，",accepted,accepted,1,4,3,gemini:gemini-3-flash-preview
GeoP0229_L014,DWUR,0.3,geology,④、按出露形态矿体可分三类、A面型，B线型，C岩溶形,④、按出露形态、矿体可分三类：A面型，B线型，C岩溶型,④、按出露形态、矿体可分三类：A面型，B线型，C岩溶型,④、按出露形态矿体可分三类，A面型，B线型，C岩溶形,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0229_L030,DWUR,0.3,geology,d.无明显层理,d: 无明显层理,d: 无明显层理,d.无明显层理,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0231_L015,DWUR,0.3,geology,P：江苏海州磷矿床,P₂ 江苏海州磷矿床,P₂ 江苏海州磷矿床,P：江苏海州磷矿床,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0232_L020,DWUR,0.3,geology,·矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,.矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,.矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间,·矿体：组成矿床的基本单位，是矿石在三维空间的堆积体，占有一定空间，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0233_L008,DWUR,0.3,geology,·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值.",",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值.",·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0233_L026,DWUR,0.3,geology,4.元素分布规律对影响矿床形成的意义：,4.元素分布规律对研究矿床形成的意义：,4.元素分布规律对研究矿床形成的意义：,4、元素分布规律对影响矿床形成的意义：,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0234_L020,DWUR,0.3,geology,①野外观察：收集地质与矿化现象的实际资源,①、野外观察：收集地质与矿化现象的实际资料、,①、野外观察：收集地质与矿化现象的实际资料、,①、野外观察：收集地质与矿化现象的实际资源,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0235_L002,DWUR,0.3,geology,岩浆矿床.在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,· 岩浆矿床：在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,· 岩浆矿床：在地壳深处，各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生,"·岩浆矿床.在地壳深处,各类岩浆通过结晶与分异作用使分散在岩浆中的有用组分发生",accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0235_L030,DWUR,0.3,geology,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0236_L004,DWUR,0.3,geology,岩矿庭床。此阶段成岩与成矿同步发生。,岩矿同生矿床。此阶段成岩与成矿同步发生。,岩矿同生矿床。此阶段成岩与成矿同步发生。,岩矿床。此阶段成岩与成矿同步发生.,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0236_L008,DWUR,0.3,geology,①、发生位置与时机：a：岩浆侵入到地壳浅部之后b：地下深部.或岩浆通道中,①、发生位置与时机：a：岩浆侵入到地壳浅部之后 b：地下深部，或岩浆通道中,①、发生位置与时机：a：岩浆侵入到地壳浅部之后 b：地下深部，或岩浆通道中,①、发生位置与时机：a:岩浆侵入到地壳浅部之后b:地下深部.或岩浆通道中,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
